action_type,loc_x,loc_y,period,playoffs,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,season,matchup,time_remaining,game_date
0,184,3,1,0,18,1.0,0,0,29,6,0,701,2264
0,144,26,1,0,14,1.0,0,0,29,6,0,640,2264
0,6,82,1,0,8,0.0,4,2,29,6,0,568,2264
2,-14,84,1,0,8,0.0,4,2,29,6,0,564,2264
0,121,186,1,0,22,0.0,3,0,29,6,0,444,2264
0,-186,0,1,0,18,0.0,1,0,29,6,0,367,2264
0,-6,173,1,0,17,1.0,4,0,29,6,0,216,2264
0,-148,35,1,0,15,0.0,1,0,29,6,0,97,2264
4,0,0,2,0,0,1.0,4,1,29,6,0,693,2264
0,-36,237,2,0,23,1.0,4,3,29,6,0,631,2264
0,225,3,2,0,22,0.0,0,4,29,6,0,576,2264
6,0,0,2,0,0,1.0,4,1,29,6,0,558,2264
0,236,61,2,0,24,1.0,0,4,29,6,0,92,2264
1,0,0,2,0,0,,4,1,29,6,0,56,2264
0,-122,63,3,0,13,0.0,1,0,29,6,0,656,2264
4,0,0,3,0,0,1.0,4,1,29,6,0,507,2264
2,0,0,3,0,0,0.0,4,1,29,6,0,313,2264
0,3,222,3,0,22,1.0,4,0,29,6,0,284,2264
2,0,0,3,0,0,1.0,4,1,29,6,0,16,2264
0,202,-5,4,0,20,0.0,0,0,29,6,0,662,2264
0,148,43,4,0,15,0.0,0,0,29,6,0,624,2264
0,164,0,4,0,16,0.0,0,0,29,6,0,573,2264
2,0,0,4,0,0,,4,1,29,6,0,572,2264
0,144,81,4,0,16,0.0,0,0,29,6,0,527,2264
0,-189,99,4,0,21,0.0,1,0,29,6,0,334,2264
0,80,69,4,0,10,0.0,0,2,29,6,0,151,2264
0,-72,77,4,0,10,0.0,1,2,29,6,0,97,2264
2,0,0,4,0,0,,4,1,29,6,0,43,2264
0,-176,179,1,0,25,1.0,2,3,4,6,0,669,2266
0,-140,206,1,0,24,1.0,2,3,4,6,0,632,2266
0,56,250,1,0,25,0.0,4,3,4,6,0,387,2266
0,-172,204,1,0,26,0.0,2,3,4,6,0,48,2266
4,0,0,1,0,0,,4,1,4,6,0,41,2266
0,57,48,1,0,7,0.0,4,2,4,6,0,12,2266
2,0,0,2,0,0,,4,1,4,6,0,522,2266
0,0,0,2,0,0,0.0,4,1,4,6,0,684,2266
0,-11,94,2,0,9,0.0,4,2,4,6,0,349,2266
9,0,0,2,0,0,0.0,4,1,4,6,0,346,2266
0,-161,-13,2,0,16,0.0,1,0,4,6,0,183,2266
0,10,247,2,0,24,0.0,4,3,4,6,0,0,2266
0,-66,81,3,0,10,1.0,1,2,4,6,0,683,2266
2,0,0,3,0,0,0.0,4,1,4,6,0,210,2266
0,115,35,4,0,12,,0,0,4,6,0,436,2266
0,164,107,4,0,19,1.0,0,0,4,6,0,145,2266
0,-49,171,4,0,17,0.0,4,0,4,6,0,104,2266
8,-90,105,4,0,13,1.0,1,0,4,6,0,36,2266
5,0,0,4,0,0,0.0,4,1,4,6,0,0,2266
0,89,187,5,0,20,0.0,3,0,4,6,0,125,2266
0,-120,232,5,0,26,0.0,2,3,4,6,0,1,2266
0,-141,214,1,0,25,,2,3,3,6,1,508,2269
0,172,31,1,0,17,0.0,0,0,3,6,1,332,2269
7,0,0,1,0,0,,4,1,3,6,1,322,2269
4,0,0,1,0,0,1.0,4,1,3,6,1,152,2269
7,0,0,1,0,0,1.0,4,1,3,6,1,81,2269
0,-113,135,2,0,17,0.0,2,0,3,6,1,219,2269
0,92,229,2,0,24,1.0,3,3,3,6,1,200,2269
5,0,0,3,0,0,1.0,4,1,3,6,1,531,2269
0,-136,138,3,0,19,1.0,2,0,3,6,1,406,2269
2,0,0,3,0,0,0.0,4,1,3,6,1,38,2269
0,-125,196,3,0,23,0.0,2,0,3,6,1,0,2269
0,-163,100,4,0,19,1.0,1,0,3,6,1,693,2269
18,115,59,4,0,12,1.0,0,0,3,6,1,537,2269
0,-141,43,4,0,14,0.0,1,0,3,6,1,465,2269
0,-79,183,4,0,19,0.0,2,0,3,6,1,366,2269
0,-233,30,4,0,23,0.0,1,6,3,6,1,304,2269
0,38,77,4,0,8,0.0,4,2,3,6,1,164,2269
17,0,0,4,0,0,0.0,4,1,3,6,1,56,2269
0,-80,99,1,0,12,,1,2,9,6,1,664,2271
0,-103,153,1,0,18,1.0,2,0,9,6,1,571,2271
0,123,140,1,0,18,,3,0,9,6,1,541,2271
0,38,183,1,0,18,0.0,4,0,9,6,1,404,2271
0,-71,240,1,0,25,1.0,4,3,9,6,1,281,2271
0,125,137,1,0,18,1.0,3,0,9,6,1,252,2271
4,0,0,1,0,0,0.0,4,1,9,6,1,124,2271
0,-172,186,1,0,25,0.0,2,3,9,6,1,96,2271
3,59,13,1,0,6,1.0,4,2,9,6,1,6,2271
0,3,243,2,0,24,1.0,4,3,9,6,1,89,2271
4,0,0,2,0,0,1.0,4,1,9,6,1,60,2271
0,36,125,3,0,13,,4,2,9,6,1,418,2271
0,97,59,3,0,11,0.0,0,0,9,6,1,381,2271
0,59,38,4,0,7,0.0,4,2,9,6,1,473,2271
5,0,0,4,0,0,1.0,4,1,9,6,1,53,2271
0,120,227,4,0,25,1.0,3,3,9,6,1,7,2271
0,108,238,4,0,26,0.0,3,3,9,6,1,2,2271
0,140,-9,1,0,14,1.0,0,0,21,6,1,583,2273
0,-156,10,1,0,15,0.0,1,0,21,6,1,379,2273
19,0,0,1,0,0,1.0,4,1,21,6,1,315,2273
0,166,145,1,0,22,0.0,3,0,21,6,1,177,2273
0,89,63,1,0,10,0.0,0,0,21,6,1,79,2273
0,149,-19,1,0,15,0.0,0,0,21,6,1,39,2273
0,131,217,2,0,25,1.0,3,3,21,6,1,36,2273
0,-92,248,3,0,26,,2,3,21,6,1,570,2273
0,112,-8,3,0,11,0.0,0,0,21,6,1,277,2273
0,46,56,3,0,7,0.0,4,2,21,6,1,209,2273
9,0,0,3,0,0,0.0,4,1,21,6,1,208,2273
0,-57,192,3,0,20,0.0,4,0,21,6,1,76,2273
0,121,0,4,0,12,0.0,0,0,21,6,1,607,2273
8,120,-3,4,0,12,1.0,0,0,21,6,1,193,2273
0,61,46,1,0,7,1.0,4,2,19,6,0,640,2278
0,-154,120,1,0,19,,2,0,19,6,0,512,2278
0,0,115,1,0,11,1.0,4,2,19,6,0,404,2278
6,0,0,1,0,0,1.0,4,1,19,6,0,317,2278
0,118,63,1,0,13,0.0,0,0,19,6,0,259,2278
12,0,0,1,0,0,,4,1,19,6,0,196,2278
0,133,100,1,0,16,0.0,3,0,19,6,0,159,2278
0,-77,191,1,0,20,0.0,2,0,19,6,0,25,2278
2,0,0,2,0,0,0.0,4,1,19,6,0,699,2278
0,-159,23,2,0,16,1.0,1,0,19,6,0,494,2278
5,0,0,2,0,0,1.0,4,1,19,6,0,326,2278
0,153,45,2,0,15,0.0,0,0,19,6,0,173,2278
2,0,0,2,0,0,,4,1,19,6,0,62,2278
2,0,0,2,0,0,0.0,4,1,19,6,0,40,2278
0,-136,69,3,0,15,1.0,1,0,19,6,0,707,2278
0,153,100,3,0,18,,0,0,19,6,0,600,2278
0,138,120,3,0,18,,3,0,19,6,0,564,2278
0,131,118,3,0,17,,3,0,19,6,0,344,2278
0,-148,61,3,0,16,0.0,1,0,19,6,0,145,2278
0,-153,35,3,0,15,0.0,1,0,19,6,0,65,2278
2,0,0,3,0,0,0.0,4,1,19,6,0,2,2278
2,0,0,4,0,0,0.0,4,1,19,6,0,499,2278
0,66,95,4,0,11,0.0,0,2,19,6,0,472,2278
0,-125,41,4,0,13,1.0,1,0,19,6,0,465,2278
0,67,166,4,0,17,1.0,3,0,19,6,0,307,2278
0,223,8,4,0,22,0.0,0,4,19,6,0,274,2278
0,-153,138,4,0,20,1.0,2,0,19,6,0,242,2278
7,0,0,4,0,0,,4,1,19,6,0,76,2278
12,0,0,4,0,0,1.0,4,1,19,6,0,25,2278
0,-102,155,1,0,18,,2,0,7,6,0,610,2280
4,0,0,1,0,0,0.0,4,1,7,6,0,544,2280
0,85,38,1,0,9,0.0,0,0,7,6,0,389,2280
0,-197,141,1,0,24,1.0,2,3,7,6,0,289,2280
4,0,0,1,0,0,1.0,4,1,7,6,0,214,2280
2,0,0,1,0,0,0.0,4,1,7,6,0,184,2280
4,0,0,1,0,0,0.0,4,1,7,6,0,178,2280
1,0,0,1,0,0,1.0,4,1,7,6,0,148,2280
0,69,7,1,0,6,,4,2,7,6,0,41,2280
0,-69,467,1,0,47,0.0,5,5,7,6,0,0,2280
5,0,0,2,0,0,1.0,4,1,7,6,0,519,2280
5,-46,15,2,0,4,0.0,4,2,7,6,0,434,2280
0,117,174,2,0,20,1.0,3,0,7,6,0,246,2280
0,-169,77,2,0,18,1.0,1,0,7,6,0,197,2280
3,-21,71,2,0,7,1.0,4,2,7,6,0,37,2280
0,-145,120,3,0,18,0.0,2,0,7,6,0,642,2280
0,66,17,3,0,6,1.0,4,2,7,6,0,465,2280
0,143,112,3,0,18,1.0,3,0,7,6,0,431,2280
0,80,8,3,0,8,1.0,0,2,7,6,0,400,2280
0,-33,36,3,0,4,0.0,4,2,7,6,0,370,2280
0,-189,173,3,0,25,1.0,2,3,7,6,0,232,2280
0,-11,206,3,0,20,0.0,4,0,7,6,0,207,2280
0,146,158,3,0,21,1.0,3,0,7,6,0,78,2280
0,34,56,4,0,6,0.0,4,2,7,6,0,695,2280
0,199,169,4,0,26,0.0,3,3,7,6,0,656,2280
0,140,207,4,0,24,,3,3,7,6,0,440,2280
0,144,206,4,0,25,,3,3,7,6,0,276,2280
2,0,0,4,0,0,0.0,4,1,7,6,0,214,2280
0,151,71,4,0,16,0.0,0,0,7,6,0,76,2280
0,82,173,1,0,19,0.0,3,0,1,6,1,683,2281
2,0,0,1,0,0,0.0,4,1,1,6,1,502,2281
0,-8,128,1,0,12,,4,2,1,6,1,350,2281
4,0,0,1,0,0,1.0,4,1,1,6,1,276,2281
0,38,97,1,0,10,0.0,4,2,1,6,1,244,2281
3,-26,81,2,0,8,1.0,4,2,1,6,1,683,2281
0,-128,158,2,0,20,0.0,2,0,1,6,1,571,2281
0,110,122,2,0,16,0.0,3,0,1,6,1,98,2281
3,-29,84,2,0,8,1.0,4,2,1,6,1,25,2281
0,-131,171,3,0,21,0.0,2,0,1,6,1,679,2281
2,0,0,3,0,0,0.0,4,1,1,6,1,613,2281
0,82,171,3,0,18,1.0,3,0,1,6,1,514,2281
0,-102,143,3,0,17,0.0,2,0,1,6,1,420,2281
3,-46,77,3,0,8,1.0,1,2,1,6,1,270,2281
3,123,135,3,0,18,1.0,3,0,1,6,1,37,2281
3,-100,155,3,0,18,1.0,2,0,1,6,1,4,2281
0,166,340,3,0,37,1.0,3,3,1,6,1,0,2281
0,-122,140,4,0,18,0.0,2,0,1,6,1,677,2281
4,0,0,4,0,0,1.0,4,1,1,6,1,668,2281
0,118,141,4,0,18,1.0,3,0,1,6,1,588,2281
0,-163,184,4,0,24,1.0,2,3,1,6,1,547,2281
0,-113,135,4,0,17,,2,0,1,6,1,457,2281
0,-181,191,4,0,26,0.0,2,3,1,6,1,375,2281
0,-13,163,4,0,16,1.0,4,0,1,6,1,276,2281
0,36,99,4,0,10,0.0,4,2,1,6,1,96,2281
0,126,132,1,0,18,1.0,3,0,11,6,0,689,2284
2,11,22,1,0,2,0.0,4,1,11,6,0,665,2284
0,13,158,1,0,15,1.0,4,0,11,6,0,660,2284
0,-126,220,1,0,25,0.0,2,3,11,6,0,629,2284
12,8,3,1,0,0,1.0,4,1,11,6,0,615,2284
0,-179,23,1,0,18,1.0,1,0,11,6,0,531,2284
0,-118,174,1,0,21,0.0,2,0,11,6,0,392,2284
16,24,23,1,0,3,,4,1,11,6,0,297,2284
0,138,164,1,0,21,,3,0,11,6,0,145,2284
18,-108,-1,1,0,10,,1,0,11,6,0,114,2284
0,-94,229,1,0,24,0.0,2,3,11,6,0,39,2284
5,20,15,1,0,2,,4,1,11,6,0,34,2284
0,-172,184,2,0,25,1.0,2,3,11,6,0,603,2284
0,140,41,2,0,14,0.0,0,0,11,6,0,509,2284
19,26,0,2,0,2,,4,1,11,6,0,246,2284
0,62,156,2,0,16,,3,0,11,6,0,87,2284
0,-140,-23,3,0,14,0.0,1,0,11,6,0,707,2284
0,-126,-1,3,0,12,0.0,1,0,11,6,0,418,2284
2,33,18,3,0,3,0.0,4,1,11,6,0,358,2284
0,158,109,3,0,19,0.0,0,0,11,6,0,236,2284
0,107,68,3,0,12,,0,0,11,6,0,178,2284
2,-10,0,3,0,1,0.0,4,1,11,6,0,69,2284
2,13,12,3,0,1,,4,1,11,6,0,66,2284
4,18,15,3,0,2,1.0,4,1,11,6,0,5,2284
0,-54,123,4,0,13,0.0,4,2,11,6,0,508,2284
0,57,118,4,0,13,,4,2,11,6,0,466,2284
0,-233,54,4,0,23,0.0,1,6,11,6,0,308,2284
0,123,164,4,0,20,1.0,3,0,11,6,0,220,2284
2,-21,0,4,0,2,0.0,4,1,11,6,0,169,2284
0,166,179,4,0,24,0.0,3,3,11,6,0,97,2284
0,-194,45,4,0,19,0.0,1,0,11,6,0,8,2284
0,174,138,1,0,22,0.0,3,0,22,6,0,668,2286
0,-100,194,1,0,21,1.0,2,0,22,6,0,438,2286
0,182,-11,1,0,18,1.0,0,0,22,6,0,300,2286
11,0,0,2,0,0,1.0,4,1,22,6,0,710,2286
0,-158,138,2,0,20,0.0,2,0,22,6,0,683,2286
8,135,-39,2,0,14,1.0,0,0,22,6,0,623,2286
0,179,91,2,0,20,0.0,0,0,22,6,0,540,2286
3,-18,46,2,0,4,1.0,4,2,22,6,0,334,2286
6,0,0,2,0,0,1.0,4,1,22,6,0,69,2286
0,-186,178,2,0,25,,2,3,22,6,0,0,2286
0,-191,82,3,0,20,0.0,1,0,22,6,0,673,2286
2,0,0,3,0,0,0.0,4,1,22,6,0,643,2286
0,-200,66,3,0,21,,1,0,22,6,0,600,2286
15,0,0,3,0,0,1.0,4,1,22,6,0,573,2286
0,159,-11,3,0,15,1.0,0,0,22,6,0,508,2286
4,0,0,3,0,0,,4,1,22,6,0,486,2286
0,205,138,3,0,24,,3,3,22,6,0,398,2286
0,-89,155,3,0,17,1.0,2,0,22,6,0,326,2286
0,51,243,3,0,24,1.0,4,3,22,6,0,291,2286
3,-92,23,3,0,9,1.0,1,0,22,6,0,257,2286
2,0,0,3,0,0,,4,1,22,6,0,206,2286
0,-158,209,3,0,26,1.0,2,3,22,6,0,101,2286
18,156,28,3,0,15,1.0,0,0,22,6,0,15,2286
0,167,97,4,0,19,0.0,0,0,22,6,0,661,2286
0,-189,35,4,0,19,0.0,1,0,22,6,0,565,2286
0,-158,123,4,0,20,1.0,2,0,22,6,0,223,2286
0,-51,153,4,0,16,,2,0,22,6,0,192,2286
8,13,33,1,0,3,1.0,4,1,6,6,1,661,2291
0,84,145,1,0,16,0.0,3,0,6,6,1,644,2291
0,92,240,1,0,25,0.0,3,3,6,6,1,584,2291
2,0,0,1,0,0,0.0,4,1,6,6,1,511,2291
8,138,-18,1,0,13,0.0,0,0,6,6,1,235,2291
3,71,31,1,0,7,1.0,4,2,6,6,1,3,2291
11,0,0,2,0,0,1.0,4,1,6,6,1,401,2291
0,-117,45,2,0,12,0.0,1,0,6,6,1,340,2291
0,117,133,2,0,17,1.0,3,0,6,6,1,258,2291
0,182,-6,2,0,18,1.0,0,0,6,6,1,178,2291
0,36,194,2,0,19,1.0,4,0,6,6,1,3,2291
0,130,153,2,0,20,0.0,3,0,6,6,1,0,2291
7,0,0,3,0,0,1.0,4,1,6,6,1,591,2291
0,26,252,3,0,25,0.0,4,3,6,6,1,471,2291
18,-118,3,3,0,11,1.0,1,0,6,6,1,458,2291
6,0,0,3,0,0,1.0,4,1,6,6,1,184,2291
18,-112,104,3,0,15,1.0,1,0,6,6,1,144,2291
0,105,178,3,0,20,0.0,3,0,6,6,1,126,2291
7,0,0,3,0,0,,4,1,6,6,1,84,2291
0,85,245,3,0,25,1.0,3,3,6,6,1,50,2291
0,-171,5,1,0,17,,1,0,6,6,0,702,2292
0,161,105,1,0,19,1.0,0,0,6,6,0,659,2292
0,-8,250,1,0,25,,4,3,6,6,0,640,2292
18,153,8,1,0,15,1.0,0,0,6,6,0,486,2292
0,182,130,1,0,22,0.0,0,0,6,6,0,463,2292
0,-117,176,1,0,21,0.0,2,0,6,6,0,390,2292
0,47,53,1,0,7,0.0,4,2,6,6,0,238,2292
0,5,173,1,0,17,1.0,4,0,6,6,0,98,2292
0,167,15,1,0,16,0.0,0,0,6,6,0,68,2292
0,192,352,1,0,40,,3,3,6,6,0,0,2292
0,-154,2,2,0,15,,1,0,6,6,0,447,2292
0,164,222,2,0,27,1.0,3,3,6,6,0,372,2292
1,0,0,2,0,0,,4,1,6,6,0,347,2292
0,171,174,2,0,24,1.0,3,3,6,6,0,252,2292
8,-153,74,2,0,16,1.0,1,0,6,6,0,198,2292
0,169,28,2,0,17,1.0,0,0,6,6,0,143,2292
0,1,253,2,0,25,0.0,4,3,6,6,0,116,2292
4,0,0,3,0,0,1.0,4,1,6,6,0,621,2292
0,125,187,3,0,22,1.0,3,0,6,6,0,550,2292
18,179,40,3,0,18,0.0,0,0,6,6,0,467,2292
0,-18,207,3,0,20,0.0,4,0,6,6,0,391,2292
0,172,48,3,0,17,0.0,0,0,6,6,0,375,2292
18,186,7,3,0,18,1.0,0,0,6,6,0,335,2292
0,189,176,3,0,25,0.0,3,3,6,6,0,310,2292
0,-191,163,3,0,25,,2,3,6,6,0,283,2292
1,0,0,3,0,0,1.0,4,1,6,6,0,229,2292
0,232,3,3,0,23,0.0,0,4,6,6,0,162,2292
0,-192,117,3,0,22,0.0,1,0,6,6,0,93,2292
0,108,158,1,0,19,0.0,3,0,5,6,1,636,2294
3,18,84,1,0,8,1.0,4,2,5,6,1,545,2294
0,59,18,1,0,6,0.0,4,2,5,6,1,483,2294
18,-11,54,1,0,5,1.0,4,2,5,6,1,443,2294
0,113,224,1,0,25,1.0,3,3,5,6,1,402,2294
0,125,151,1,0,19,0.0,3,0,5,6,1,379,2294
0,-138,-14,1,0,13,,1,0,5,6,1,339,2294
0,-85,171,1,0,19,1.0,2,0,5,6,1,297,2294
0,-179,104,1,0,20,0.0,1,0,5,6,1,57,2294
9,0,0,1,0,0,0.0,4,1,5,6,1,24,2294
0,123,133,2,0,18,0.0,3,0,5,6,1,702,2294
0,-102,41,2,0,10,1.0,1,0,5,6,1,642,2294
0,141,140,2,0,19,1.0,3,0,5,6,1,610,2294
0,-163,77,2,0,18,,1,0,5,6,1,550,2294
0,102,191,2,0,21,1.0,3,0,5,6,1,269,2294
3,-26,66,2,0,7,1.0,4,2,5,6,1,225,2294
0,166,74,2,0,18,,0,0,5,6,1,182,2294
5,0,0,2,0,0,1.0,4,1,5,6,1,161,2294
0,135,-9,2,0,13,0.0,0,0,5,6,1,0,2294
0,98,151,3,0,18,1.0,3,0,5,6,1,647,2294
0,140,-16,3,0,14,0.0,0,0,5,6,1,498,2294
0,97,164,3,0,19,,3,0,5,6,1,342,2294
0,126,51,3,0,13,1.0,0,0,5,6,1,325,2294
0,-59,189,3,0,19,,4,0,5,6,1,284,2294
0,164,31,3,0,16,1.0,0,0,5,6,1,242,2294
2,0,0,3,0,0,,4,1,5,6,1,192,2294
0,-191,160,3,0,24,0.0,2,3,5,6,1,125,2294
0,110,-36,3,0,11,0.0,0,0,5,6,1,100,2294
0,-10,102,3,0,10,0.0,4,2,5,6,1,25,2294
2,0,0,4,0,0,0.0,4,1,5,6,1,699,2294
3,-5,58,4,0,5,1.0,4,2,5,6,1,637,2294
12,0,0,4,0,0,0.0,4,1,5,6,1,559,2294
2,0,0,4,0,0,0.0,4,1,5,6,1,507,2294
2,0,0,4,0,0,1.0,4,1,5,6,1,420,2294
2,0,0,4,0,0,,4,1,5,6,1,387,2294
2,0,0,4,0,0,,4,1,5,6,1,323,2294
0,-23,81,4,0,8,0.0,4,2,5,6,1,260,2294
2,0,0,4,0,0,0.0,4,1,5,6,1,133,2294
0,62,179,4,0,18,1.0,3,0,5,6,1,115,2294
0,21,255,4,0,25,,4,3,5,6,1,54,2294
0,187,76,4,0,20,1.0,0,0,5,6,1,24,2294
0,130,137,1,0,18,,3,0,22,6,1,655,2296
5,0,0,1,0,0,1.0,4,1,22,6,1,625,2296
0,126,13,1,0,12,0.0,0,0,22,6,1,584,2296
2,0,0,1,0,0,1.0,4,1,22,6,1,284,2296
3,131,156,1,0,20,1.0,3,0,22,6,1,251,2296
0,-177,120,1,0,21,0.0,1,0,22,6,1,211,2296
2,0,0,1,0,0,0.0,4,1,22,6,1,61,2296
0,-176,-18,2,0,17,0.0,1,0,22,6,1,617,2296
0,118,-6,2,0,11,1.0,0,0,22,6,1,585,2296
3,108,31,2,0,11,1.0,0,0,22,6,1,556,2296
0,-200,30,2,0,20,0.0,1,0,22,6,1,524,2296
0,151,225,2,0,27,0.0,3,3,22,6,1,183,2296
4,0,0,2,0,0,,4,1,22,6,1,178,2296
0,66,120,2,0,13,,4,2,22,6,1,94,2296
3,-130,233,2,0,26,1.0,2,3,22,6,1,35,2296
8,-125,43,3,0,13,1.0,1,0,22,6,1,589,2296
0,144,38,3,0,14,0.0,0,0,22,6,1,482,2296
7,0,0,3,0,0,1.0,4,1,22,6,1,320,2296
0,125,86,3,0,15,0.0,0,0,22,6,1,259,2296
0,-92,137,3,0,16,0.0,2,0,22,6,1,169,2296
8,-125,160,3,0,20,1.0,2,0,22,6,1,108,2296
0,-6,212,3,0,21,,4,0,22,6,1,21,2296
0,-16,207,4,0,20,0.0,4,0,22,6,1,703,2296
0,-8,138,4,0,13,1.0,4,2,22,6,1,673,2296
0,159,-6,4,0,15,0.0,0,0,22,6,1,640,2296
0,75,169,4,0,18,0.0,3,0,22,6,1,586,2296
0,-135,104,4,0,17,0.0,2,0,22,6,1,392,2296
0,-227,10,4,0,22,1.0,1,6,22,6,1,177,2296
0,227,127,4,0,26,1.0,3,3,22,6,1,142,2296
0,77,128,4,0,14,1.0,0,2,22,6,1,66,2296
0,33,247,4,0,24,0.0,4,3,22,6,1,11,2296
8,118,59,1,0,13,1.0,0,0,4,6,1,639,2298
0,-118,123,1,0,17,1.0,2,0,4,6,1,563,2298
18,-26,173,1,0,17,1.0,4,0,4,6,1,528,2298
0,-117,153,1,0,19,,2,0,4,6,1,494,2298
0,-159,46,1,0,16,1.0,1,0,4,6,1,412,2298
0,156,-13,1,0,15,,0,0,4,6,1,316,2298
0,164,143,1,0,21,0.0,3,0,4,6,1,278,2298
0,-99,8,1,0,9,1.0,1,0,4,6,1,241,2298
0,-179,-16,1,0,17,,1,0,4,6,1,45,2298
0,-148,72,2,0,16,,1,0,4,6,1,619,2298
0,-172,174,2,0,24,1.0,2,3,4,6,1,581,2298
0,-181,166,2,0,24,0.0,2,3,4,6,1,526,2298
0,-95,30,2,0,9,,1,0,4,6,1,511,2298
0,133,100,2,0,16,,3,0,4,6,1,473,2298
0,167,2,2,0,16,,0,0,4,6,1,206,2298
0,167,82,3,0,18,0.0,0,0,4,6,1,702,2298
0,-82,79,3,0,11,1.0,1,0,4,6,1,675,2298
0,-56,174,3,0,18,0.0,4,0,4,6,1,520,2298
0,-154,130,3,0,20,1.0,2,0,4,6,1,343,2298
8,95,7,3,0,9,1.0,0,0,4,6,1,266,2298
0,94,240,3,0,25,,3,3,4,6,1,186,2298
1,0,0,3,0,0,1.0,4,1,4,6,1,123,2298
0,-171,187,4,0,25,0.0,2,3,4,6,1,611,2298
0,-23,253,4,0,25,,4,3,4,6,1,578,2298
0,100,199,4,0,22,,3,0,4,6,1,269,2298
0,-120,224,4,0,25,1.0,2,3,4,6,1,209,2298
0,143,69,4,0,15,0.0,0,0,4,6,1,171,2298
0,-52,202,4,0,20,,4,0,4,6,1,140,2298
0,164,215,4,0,27,,3,3,4,6,1,67,2298
0,210,-8,4,0,21,0.0,0,0,4,6,1,52,2298
0,110,222,4,0,24,0.0,3,3,4,6,1,0,2298
0,-102,173,5,0,20,,2,0,4,6,1,284,2298
4,0,0,5,0,0,1.0,4,1,4,6,1,128,2298
0,84,28,5,0,8,0.0,0,0,4,6,1,91,2298
0,43,45,5,0,6,1.0,4,2,4,6,1,19,2298
1,0,0,6,0,0,1.0,4,1,4,6,1,166,2298
0,108,156,6,0,18,,3,0,4,6,1,52,2298
0,-18,250,6,0,25,0.0,4,3,4,6,1,19,2298
0,-135,204,1,0,24,1.0,2,3,1,6,0,643,2299
0,212,-18,1,0,21,1.0,0,0,1,6,0,526,2299
0,-148,-18,1,0,14,1.0,1,0,1,6,0,489,2299
0,161,115,1,0,19,,0,0,1,6,0,461,2299
0,-138,204,1,0,24,1.0,2,3,1,6,0,414,2299
0,-145,184,1,0,23,,2,0,1,6,0,314,2299
0,-117,158,1,0,19,0.0,2,0,1,6,0,277,2299
0,-67,151,1,0,16,1.0,2,0,1,6,0,211,2299
0,186,18,1,0,18,0.0,0,0,1,6,0,88,2299
0,187,-6,1,0,18,0.0,0,0,1,6,0,51,2299
0,75,100,1,0,12,0.0,0,2,1,6,0,51,2299
0,176,68,2,0,18,0.0,0,0,1,6,0,332,2299
2,0,0,2,0,0,1.0,4,1,1,6,0,291,2299
0,195,105,2,0,22,,0,0,1,6,0,133,2299
0,113,140,2,0,17,0.0,3,0,1,6,0,122,2299
0,56,51,2,0,7,0.0,4,2,1,6,0,118,2299
0,-90,232,2,0,24,,2,3,1,6,0,10,2299
0,8,229,3,0,22,0.0,4,0,1,6,0,317,2299
0,-168,-18,3,0,16,0.0,1,0,1,6,0,226,2299
0,146,201,3,0,24,1.0,3,3,1,6,0,193,2299
0,121,5,3,0,12,1.0,0,0,1,6,0,79,2299
0,-13,255,3,0,25,0.0,4,3,1,6,0,46,2299
0,-26,257,4,0,25,0.0,4,3,1,6,0,419,2299
0,133,0,4,0,13,1.0,0,0,1,6,0,300,2299
0,-172,102,4,0,19,1.0,1,0,1,6,0,251,2299
0,126,176,4,0,21,0.0,3,0,1,6,0,194,2299
0,-166,138,4,0,21,1.0,2,0,1,6,0,118,2299
0,-184,26,4,0,18,,1,0,1,6,0,86,2299
0,-202,36,4,0,20,0.0,1,0,1,6,0,51,2299
0,-191,160,1,0,24,1.0,2,3,0,6,1,704,2301
1,0,0,1,0,0,1.0,4,1,0,6,1,623,2301
0,-100,140,1,0,17,0.0,2,0,0,6,1,584,2301
0,-61,110,1,0,12,,4,2,0,6,1,541,2301
0,187,-28,1,0,18,,0,0,0,6,1,403,2301
8,136,43,1,0,14,1.0,0,0,0,6,1,259,2301
1,0,0,1,0,0,1.0,4,1,0,6,1,155,2301
3,118,118,1,0,16,1.0,3,0,0,6,1,131,2301
0,-128,99,1,0,16,,2,0,0,6,1,96,2301
0,144,107,1,0,17,0.0,3,0,0,6,1,61,2301
0,107,120,1,0,16,0.0,3,0,0,6,1,34,2301
0,143,626,1,0,64,0.0,5,5,0,6,1,0,2301
0,146,114,2,0,18,1.0,3,0,0,6,1,692,2301
3,166,-3,2,0,16,1.0,0,0,0,6,1,553,2301
0,-74,235,2,0,24,0.0,4,3,0,6,1,288,2301
4,0,0,2,0,0,1.0,4,1,0,6,1,236,2301
0,163,45,2,0,16,,0,0,0,6,1,196,2301
0,202,-14,2,0,20,1.0,0,0,0,6,1,128,2301
0,190,117,2,0,22,1.0,0,0,0,6,1,104,2301
0,-133,105,2,0,16,,2,0,0,6,1,63,2301
0,-136,130,3,0,18,0.0,2,0,0,6,1,561,2301
0,-154,202,3,0,25,,2,3,0,6,1,391,2301
0,-16,158,3,0,15,,4,0,0,6,1,33,2301
4,0,0,4,0,0,1.0,4,1,0,6,1,707,2301
0,-141,35,4,0,14,0.0,1,0,0,6,1,649,2301
